16-07-2023 00:18:00,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:18:06,00,JB4,51,4.28611e+07,-1.73189,,,
16-07-2023 00:20:06,00,JB4,51,4.28628e+07,-1.73189,,,
16-07-2023 00:22:00,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:22:06,00,JB4,51,4.28644e+07,-1.73189,,,
16-07-2023 00:24:06,00,JB4,51,4.2866e+07,-1.73189,,,
16-07-2023 00:26:06,00,JB4,51,4.28675e+07,-1.73189,,,
16-07-2023 00:28:00,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:28:07,00,JB4,51,4.28691e+07,-1.73189,,,
16-07-2023 00:30:00,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:30:07,00,JB4,51,4.28706e+07,-1.73189,,,
16-07-2023 00:32:07,00,JB4,51,4.2872e+07,-1.73189,,,
16-07-2023 00:34:07,00,JB4,51,4.28734e+07,-1.73189,,,
16-07-2023 00:56:07,00,JB4,51,4.28895e+07,-1.73189,,,
16-07-2023 00:58:01,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:58:08,00,JB4,51,4.2891e+07,-1.73189,,,
16-07-2023 01:00:00,01,JB4,17,2.34634e+08,0.0,,,
16-07-2023 01:00:06,01,JB4,51,4.28925e+07,-1.73189,,,
16-07-2023 01:02:00,01,JB4,17,2.34634e+08,0.0,,,
16-07-2023 01:02:06,01,JB4,51,4.28943e+07,-1.73189,,,
16-07-2023 01:04:00,01,JB4,17,2.34634e+08,0.0,,,
16-07-2023 01:04:07,01,JB4,51,4.28959e+07,-1.73189,,,
16-07-2023 01:06:00,01,JB4,17,2.34634e+08,0.0,,,
16-07-2023 01:06:07,01,JB4,51,4.28973e+07,-1.73189,,,
16-07-2023 00:38:07,00,JB4,51,4.28762e+07,-1.73189,,,
16-07-2023 00:40:00,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:40:07,00,JB4,51,4.28775e+07,-1.73189,,,
16-07-2023 00:42:00,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:42:07,00,JB4,51,4.28789e+07,-1.73189,,,
16-07-2023 00:44:07,00,JB4,51,4.28804e+07,-1.73189,,,
16-07-2023 00:46:00,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:46:07,00,JB4,51,4.28819e+07,-1.73189,,,
16-07-2023 00:48:01,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:48:07,00,JB4,51,4.28833e+07,-1.73189,,,
16-07-2023 00:50:01,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:50:07,00,JB4,51,4.28848e+07,-1.73189,,,
16-07-2023 00:52:01,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:52:07,00,JB4,51,4.28863e+07,-1.73189,,,
16-07-2023 00:54:01,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:54:07,00,JB4,51,4.28879e+07,-1.73189,,,
16-07-2023 01:08:07,01,JB4,51,4.28987e+07,-1.73189,,,
16-07-2023 01:10:00,01,JB4,17,2.34634e+08,0.0,,,
16-07-2023 01:10:07,01,JB4,51,4.29002e+07,-1.73189,,,
16-07-2023 01:12:00,01,JB4,17,2.34634e+08,0.0,,,
16-07-2023 01:12:07,01,JB4,51,4.29015e+07,-1.73189,,,
16-07-2023 00:44:07,00,JB4,51,4.28804e+07,-1.73189,,,
16-07-2023 00:46:00,00,JB4,17,2.34634e+08,0.0,,,
16-07-2023 00:46:07,00,JB4,51,4.28819e+07,-1.73189,,,
16-07-2023 00:48:01,00,JB4,17,2.34634e+08,0.0,,,
