16-07-2023 00:22:00,00,J4,1,1.46388e+09,-2.23885e+08,,,
16-07-2023 00:22:00,00,J4,2,5.38608e+07,0.0,,,
16-07-2023 00:22:01,00,J4,3,1.0916e+07,0.0,,,
16-07-2023 00:22:01,00,J4,4,2.25145e+08,0.0,,,
16-07-2023 00:22:02,00,J4,5,1.92482e+08,0.0,,,
16-07-2023 00:22:02,00,J4,6,7.51941e+06,0.0,,,
16-07-2023 00:22:09,00,J4,9,4.91966e+08,0.0,,,
16-07-2023 00:22:10,00,J4,10,5.00116e+08,0.0,,,
16-07-2023 00:22:10,00,J4,11,1.20627e+07,0.0,,,
16-07-2023 00:22:11,00,J4,36,3.42228e+07,0.0,,,
16-07-2023 00:22:11,00,J4,37,2.38562e+07,0.0,,,
16-07-2023 00:22:11,00,J4,38,2.04744e+07,0.0,,,
16-07-2023 00:22:12,00,J4,39,7.40861e+07,0.0,,,
16-07-2023 00:22:12,00,J4,40,9.62475e+07,0.0,,,
16-07-2023 00:22:12,00,J4,41,2.60189e+07,0.0,,,
16-07-2023 00:22:13,00,J4,42,1.31118e+08,0.0,,,
16-07-2023 00:22:13,00,J4,43,1.72372e+07,0.0,,,
16-07-2023 00:22:13,00,J4,65,5.28418e+06,0.0,,,
16-07-2023 00:22:14,00,J4,66,895179.0,0.0,,,
